,CXSE3.SA,ANIM3.SA,EGIE3.SA,BSLI4.SA,GRND3.SA,BEES3.SA,HBOR3.SA,WIZC3.SA,MTRE3.SA,PNVL3.SA,BBSE3.SA,GMAT3.SA,BLAU3.SA,DIRR3.SA,BRSR5.SA,CGRA4.SA,ENGI4.SA,FESA3.SA,GEPA3.SA,GEPA4.SA,SOJA3.SA,TAEE3.SA,TASA3.SA,TFCO4.SA,COCE5.SA,CPFE3.SA,SAPR3.SA,ALUP3.SA,EVEN3.SA,SEER3.SA,B3SA3.SA,CPLE3.SA,EUCA3.SA,HBSA3.SA,LAND3.SA,TAEE4.SA,VIVT3.SA,CASH3.SA,CMIN3.SA,USIM3.SA,USIM5.SA,CMIG3.SA,ESPA3.SA,ITUB4.SA,KLBN11.SA,TOTS3.SA,KLBN3.SA,OIBR4.SA,RANI3.SA,BMIN4.SA,ENEV3.SA,EQTL3.SA,RCSL4.SA,SUZB3.SA,ENGI3.SA,SMFT3.SA,TRIS3.SA,SBFG3.SA,JHSF3.SA,ONCO3.SA,LAVV3.SA,BMEB4.SA,HYPE3.SA,MILS3.SA,SANB11.SA,CYRE3.SA,CEAB3.SA,EZTC3.SA,RAIZ4.SA,NEOE3.SA,FESA4.SA,WEGE3.SA,TASA4.SA,BRAV3.SA,UNIP5.SA,SANB3.SA,ITSA4.SA,BRGE3.SA,RECV3.SA,QUAL3.SA,MBRF3.SA,EKTR3.SA,BEES4.SA,LWSA3.SA,EMBJ3.SA,CLSC3.SA,CRIV3.SA,KEPL3.SA,TAEE11.SA,UNIP6.SA,AGRO3.SA,POSI3.SA,CRIV4.SA,BRGE5.SA,BAZA3.SA,BRGE12.SA,KLBN4.SA,BRGE11.SA,CGRA3.SA,EUCA4.SA,AURE3.SA,BRGE6.SA,CLSC4.SA,LEVE3.SA,PDGR3.SA,SMTO3.SA,ITSA3.SA,AMBP3.SA,RAIL3.SA,CAML3.SA,BPAC11.SA,BRSR6.SA,SANB4.SA,BRAP4.SA,EMAE4.SA,EKTR4.SA,ASAI3.SA,VALE3.SA,OIBR3.SA,TTEN3.SA,BGIP3.SA,GGPS3.SA,SAPR4.SA,ISAE4.SA,AALR3.SA,BMGB4.SA,RENT3.SA,FRAS3.SA,TEND3.SA,COGN3.SA,INTB3.SA,BBDC3.SA,UNIP3.SA,SYNE3.SA,SAPR11.SA,ALUP11.SA,PSSA3.SA,SAUD3.SA,MATD3.SA,MULT3.SA,RDOR3.SA,TUPY3.SA,HAPV3.SA,AZZA3.SA,ENGI11.SA,PRIO3.SA,BRKM5.SA,DASA3.SA,PETR3.SA,ABEV3.SA,BHIA3.SA,YDUQ3.SA,BBAS3.SA,TIMS3.SA,VBBR3.SA,CSAN3.SA,SIMH3.SA,BBDC4.SA,ROMI3.SA,PETR4.SA,FHER3.SA,PGMN3.SA,FLRY3.SA,VIVA3.SA,IRBR3.SA,LREN3.SA,RADL3.SA,BGIP4.SA,BMEB3.SA,LIGT3.SA,ODPV3.SA,SBSP3.SA,MYPK3.SA,LJQQ3.SA,MRVE3.SA,UGPA3.SA,BRAP3.SA,CSNA3.SA,CURY3.SA,SLCE3.SA,POMO4.SA,RAPT4.SA,BPAC3.SA,GGBR4.SA,ALUP4.SA,BPAC5.SA,BRKM3.SA,BRSR3.SA,BSLI3.SA,IFCM3.SA,ISAE3.SA,ITUB3.SA,PLPL3.SA,CBAV3.SA,ECOR3.SA,GGBR3.SA,JSLG3.SA,PINE4.SA,VAMO3.SA,VULC3.SA,BEEF3.SA,CMIG4.SA,GOAU4.SA,DXCO3.SA,PMAM3.SA,ALOS3.SA,AXIA3.SA,MGLU3.SA,IGTI11.SA,PCAR3.SA,ALPA4.SA,MDIA3.SA,AMAR3.SA,CSMG3.SA,MOVI3.SA,AXIA6.SA,AZEV4.SA
2026-03-02,22.7307,5.9949,43.6864,4.7907,4.8047,11.2647,4.9359,9.4609,4.6061,16.1467,41.934,5.9539,14.3139,17.5646,82.3349,34.6255,17.9302,51.4669,62.1317,277.0434,8.7392,15.1149,6.4123,21.6682,38.0332,59.4871,10.0542,15.9096,10.0435,16.554,17.8169,16.8245,27.3635,3.8874,11.107,13.8071,43.4684,4.79,5.8263,23.9027,35.2221,18.3526,0.9047,43.3772,17.6744,111.5642,3.4563,1.4315,9.4115,23.5048,33.4418,45.3829,0.5888,47.7644,13.2347,22.1721,5.799,11.1219,16.2952,1.7899,14.6869,112.3803,23.9164,15.4017,32.7108,36.6053,18.8566,14.9816,1.9578,35.551,6.2506,42.739,6.6578,22.5399,62.1738,13.5928,14.9775,13.7988,12.1587,1.7328,18.6191,54.5162,8.9727,3.6726,75.5646,126.6158,7.02,7.1265,38.479,60.8811,18.7587,4.4139,6.7453,13.375,77.6032,13.4366,3.183,13.1771,21.8938,27.2759,12.562,12.9732,135.6525,34.9755,2.4913,17.627,12.9771,0.1608,14.5151,6.0168,56.4603,14.9606,14.119,22.014,33.6826,37.0319,9.6847,77.3229,0.1319,15.5254,70.9399,12.5548,6.4364,27.6286,3.2908,4.8476,40.0956,21.1653,26.9556,2.4933,12.7127,14.6176,54.2425,3.4084,34.0261,30.1469,44.318,13.3855,3.7394,28.7165,33.2594,11.9593,8.4238,17.9532,45.8223,56.82,5.0672,0.6868,44.5763,15.6817,0.8156,8.0519,25.4708,14.1847,17.238,1.8493,7.3551,16.2663,6.7592,31.7166,3.4483,2.1915,12.6741,17.2557,49.1616,12.0445,16.0529,24.6818,41.0323,1.1706,12.9155,25.7999,8.4286,0.8132,5.0423,17.1426,17.2907,5.0287,28.2545,11.5065,5.1946,4.4517,17.5067,15.5962,7.4523,6.5925,6.3484,11.0595,1.7469,0.4319,26.0002,40.4899,7.3429,11.0247,6.4712,9.7511,4.7736,9.7674,2.0577,10.9002,1.4827,7.2384,4.6055,4.4081,0.2831,22.2916,36.268,3.2335,18.5591,1.1759,9.313,13.0085,0.533,40.1934,4.4774,40.7885,0.1157
2026-03-03,22.8205,6.0866,43.9961,4.8194,4.8291,11.3213,5.0139,9.505,4.6409,16.3008,42.0199,6.0182,14.3595,17.7382,85.5251,34.8519,18.2708,52.2612,63.2387,291.8648,8.79,15.1551,6.4527,21.8802,38.1802,59.8795,10.1075,16.0274,10.1803,16.7338,17.8837,16.9438,27.4682,3.9074,11.1516,13.8075,43.7812,4.8771,5.8415,24.5132,36.2335,18.4123,0.9085,43.5554,17.7119,114.3799,3.4612,1.4388,9.4399,23.5951,33.6111,45.6301,0.5889,47.8575,13.2523,22.3129,5.8414,11.1542,16.4624,1.8055,14.7875,112.3119,23.9753,15.4279,32.7934,37.3727,19.0836,15.0742,2.0477,35.5913,6.2375,42.6709,6.6965,22.5923,62.3503,13.6068,15.0122,13.8056,12.1809,1.7381,18.5804,54.6125,8.969,3.7814,75.6064,126.476,7.0212,7.1299,38.4415,60.9422,18.7706,4.4246,6.7442,13.3788,77.6782,13.4347,3.1857,13.1799,21.7783,27.1833,12.5671,12.9721,135.4265,34.9642,2.5141,17.65,12.9802,0.1615,14.5427,6.0236,56.4453,14.9525,14.1352,21.99,33.5167,36.9619,9.6929,76.5472,0.1322,15.4944,71.5561,12.5823,6.4061,27.641,3.2867,4.8337,40.1917,21.1275,26.8904,2.519,12.7125,14.6534,54.1448,3.4016,33.9746,30.1113,44.1045,13.3882,3.7285,28.7573,33.1732,11.9298,8.4157,17.9241,45.8198,56.6096,5.0287,0.6652,44.362,15.6774,0.8119,8.0731,25.3297,14.0854,17.031,1.8092,7.3373,16.2845,6.7453,31.4933,3.4441,2.1546,12.6128,17.1781,49.1027,12.0029,16.0313,24.5092,40.7149,1.1484,12.9005,25.7397,8.4222,0.8043,5.0462,16.9668,17.2257,4.9787,28.2137,11.4075,5.1566,4.4386,17.3526,15.4417,7.3993,6.4764,6.3207,10.9266,1.7237,0.4271,25.7851,40.4855,7.3188,10.9899,6.4645,9.5939,4.7374,9.698,2.0495,10.816,1.4469,7.1469,4.5253,4.4074,0.2834,22.277,35.9546,3.1804,18.439,1.173,9.261,12.9074,0.5304,39.9678,4.4062,40.4788,0.1149
2026-03-04,22.9021,6.1604,44.3342,4.8502,4.8483,11.3782,5.0864,9.5383,4.669,16.4246,42.1071,6.0786,14.4456,17.9049,88.8445,35.0703,18.5075,52.8926,64.3531,307.0739,8.841,15.2215,6.4932,22.0911,38.2913,60.2349,10.1636,16.1006,10.284,16.9052,17.9263,17.0588,27.549,3.9267,11.2221,13.8377,44.0452,4.8917,5.8527,25.0867,37.2704,18.474,0.911,43.73,17.6799,116.9378,3.4639,1.4462,9.4657,23.6807,33.7813,45.8358,0.5913,47.8984,13.2621,22.4676,5.8564,11.1794,16.6767,1.8096,14.8891,112.3536,24.0017,15.4715,32.8958,38.0991,19.2947,15.1201,2.1012,35.6282,6.2227,42.6173,6.7354,22.6653,62.4101,13.6233,15.0416,13.8123,12.203,1.7434,18.6196,54.6961,8.9662,3.7853,75.3868,126.3364,7.0223,7.1269,38.4105,60.9495,18.774,4.4238,6.7443,13.3825,77.7864,13.4329,3.1777,13.1827,21.6741,27.0271,12.5787,12.9709,135.2659,34.9528,2.5386,17.6764,12.9627,0.1614,14.5654,6.0137,56.4017,14.9214,14.1465,21.9659,33.3951,36.9149,9.6857,75.9422,0.1324,15.4726,72.172,12.6012,6.3928,27.6098,3.2852,4.8198,40.1652,21.0494,26.8526,2.5349,12.6894,14.6461,54.0731,3.3947,33.9202,30.0346,43.8176,13.3702,3.7063,28.7381,33.067,11.8991,8.3741,17.841,45.7907,56.4115,4.9381,0.6431,44.1759,15.6479,0.8053,8.0899,25.1674,13.9294,16.8238,1.7701,7.2944,16.2782,6.732,31.2243,3.4249,2.1119,12.5517,17.0624,49.0233,11.9546,15.9952,24.3379,40.3897,1.121,12.8612,25.6785,8.4156,0.7922,5.0398,16.7742,17.161,4.9242,28.1708,11.3044,5.1189,4.4198,17.1376,15.2442,7.3355,6.354,6.2913,10.7794,1.6983,0.4224,25.5142,40.4393,7.2844,10.9582,6.4512,9.4046,4.6955,9.6239,2.0113,10.7244,1.4095,7.0547,4.4235,4.3932,0.2848,22.1955,35.646,3.1273,18.281,1.155,9.2129,12.7916,0.5282,39.7433,4.3222,40.0622,0.1144
2026-03-05,22.9976,6.2332,44.6862,4.8855,4.8545,11.4353,5.1643,9.5846,4.6855,16.5407,42.1944,6.1452,14.5197,18.0972,92.5101,35.2375,18.7777,53.3132,65.2428,323.123,8.8924,15.2924,6.5395,22.2895,38.431,60.8886,10.214,16.1722,10.3758,17.0008,17.9704,17.1802,27.6235,3.944,11.2807,13.8658,44.1121,4.9061,5.8683,25.7157,38.3585,18.5298,0.9132,43.8764,17.6759,119.8119,3.47,1.4536,9.4812,23.757,34.0085,45.9971,0.593,47.9897,13.2854,22.5326,5.8656,11.2017,16.8388,1.8078,14.9522,112.4615,24.0319,15.5295,32.958,38.5174,19.5132,15.2021,2.1958,35.667,6.2034,42.5859,6.7788,22.7176,62.5122,13.6435,15.0684,13.8213,12.2317,1.747,18.6856,54.7634,8.9634,3.7917,75.1251,126.1835,7.0234,7.1224,38.3858,60.9568,18.7638,4.4215,6.7444,13.3866,77.901,13.4314,3.1713,13.1833,21.5518,26.9698,12.5904,12.9698,135.1055,34.9501,2.5547,17.7028,12.9453,0.1605,14.5769,6.0033,56.3123,14.8913,14.1426,21.9499,33.2885,36.9166,9.6786,75.671,0.1327,15.4481,73.6286,12.5985,6.3772,27.6198,3.2832,4.8083,40.0324,20.9625,26.7788,2.5354,12.624,14.6324,54.0297,3.3877,33.7928,29.9495,43.618,13.3565,3.6819,28.7132,32.8931,11.8674,8.3227,17.7046,45.6979,56.2279,4.84,0.6207,44.05,15.6144,0.798,8.0923,25.0062,13.7846,16.6388,1.7336,7.2403,16.2573,6.7187,30.971,3.406,2.0682,12.491,16.9129,48.8862,11.851,15.9593,24.1576,40.0187,1.0969,12.8203,25.6136,8.3964,0.7789,5.0173,16.5805,17.1048,4.8663,28.1292,11.2086,5.0814,4.3956,16.9746,15.0594,7.276,6.2209,6.2609,10.6211,1.6745,0.4178,25.2819,40.3836,7.2692,10.9518,6.4374,9.2424,4.6607,9.5406,1.9861,10.6274,1.373,6.9749,4.3187,4.3769,0.2859,22.1555,35.2783,3.077,18.1115,1.14,9.1394,12.6576,0.5259,39.4605,4.2368,39.6435,0.114
2026-03-06,23.0936,6.3098,45.0532,4.9392,4.8608,11.4878,5.2335,9.6166,4.7001,16.6413,42.3057,6.1916,14.5942,18.2203,96.3268,35.4141,19.0469,54.1643,65.8575,340.011,8.9441,15.3618,6.5849,22.4415,38.5362,61.7078,10.2762,16.2114,10.4701,17.1133,18.0025,17.3005,27.6877,3.959,11.3452,13.8889,44.159,4.9156,5.8882,26.2633,39.3324,18.6034,0.9124,44.0226,17.7146,122.9883,3.4732,1.4583,9.5107,23.8008,34.181,46.159,0.5949,48.096,13.3152,22.593,5.8651,11.2241,17.0504,1.8059,14.9949,112.7383,24.0621,15.582,32.9962,38.8742,19.722,15.1979,2.2845,35.697,6.1898,42.5414,6.8191,22.7568,62.5368,13.6621,15.0979,13.8307,12.2593,1.7498,18.7621,54.8326,8.9575,3.7993,75.0154,126.0942,7.0247,7.111,38.3783,60.9641,18.765,4.4193,6.7445,13.3919,78.0008,13.43,3.1636,13.185,21.4288,26.9241,12.5912,12.9686,134.7397,34.9475,2.5701,17.7158,12.9226,0.1593,14.5825,6.0066,56.1915,14.8778,14.1268,21.9339,33.1598,36.9344,9.6857,75.4716,0.132,15.4222,75.7652,12.6588,6.3533,27.6844,3.2604,4.7948,39.9,20.876,26.6508,2.5354,12.566,14.6075,53.9096,3.3808,33.6631,29.8647,43.4275,13.3227,3.6426,28.6575,32.7708,11.8415,8.2702,17.5509,45.5957,56.1248,4.7513,0.5983,43.9557,15.5861,0.7873,8.0888,24.8387,13.6423,16.4857,1.6978,7.1878,16.228,6.7054,30.7646,3.3847,2.0294,12.4329,16.7237,48.7102,11.7998,15.8926,24.0161,39.5603,1.0841,12.7769,25.5643,8.3632,0.7662,4.9905,16.3951,17.0474,4.8091,27.9971,11.1193,5.0451,4.3728,16.7656,14.9269,7.2296,6.0905,6.2475,10.4601,1.6521,0.4132,25.0399,40.3353,7.2475,10.9448,6.4164,9.101,4.6122,9.4496,1.9621,10.5313,1.3382,6.9214,4.2249,4.3588,0.287,22.1329,34.9317,3.0284,17.9437,1.1314,9.0679,12.5049,0.5232,39.2303,4.1538,39.2876,0.1135
2026-03-09,23.1468,6.4062,45.3595,4.9689,4.8811,11.5388,5.3261,9.6562,4.7247,16.7883,42.3362,6.2599,14.684,18.3658,100.3465,35.6615,19.4344,55.3435,66.8993,356.6222,9.0048,15.42,6.6275,22.6437,38.6697,62.106,10.312,16.3601,10.5831,17.317,17.997,17.3597,27.7483,3.9834,11.3629,13.903,44.4211,4.9293,5.8953,26.852,40.521,18.6541,0.9168,44.1257,17.7145,125.7099,3.4811,1.4656,9.5263,23.8374,34.3756,46.3698,0.595,48.1327,13.3414,22.6771,5.9252,11.262,17.2374,1.8155,15.079,113.3241,24.1068,15.561,33.0569,39.5986,20.0293,15.2817,2.3753,35.705,6.1785,42.4599,6.8533,22.7955,62.5769,13.6952,15.1368,13.8372,12.2867,1.7513,18.821,54.8819,8.9513,3.8186,74.997,125.9231,7.0256,7.1151,38.3513,61.0318,18.7244,4.4304,6.7441,13.394,78.0756,13.4278,3.1628,13.1828,21.322,26.9512,12.5913,12.9697,134.5106,34.8883,2.6081,17.8042,12.9246,0.1592,14.6177,6.0075,56.2037,14.8624,14.1265,21.8989,33.0122,36.8904,9.7133,75.3772,0.1323,15.3998,75.855,12.6301,6.3472,27.6985,3.2624,4.779,39.9529,20.8292,26.4845,2.5499,12.5345,14.6129,53.8325,3.3764,33.659,29.8449,43.3402,13.3407,3.6128,28.6406,32.5891,11.8097,8.2371,17.5681,45.5243,56.035,4.6817,0.5812,43.8213,15.5604,0.7752,8.0488,24.7237,13.4901,16.2804,1.6635,7.1812,16.225,6.6874,30.5274,3.3683,1.9875,12.3612,16.644,48.6211,11.7501,15.8355,23.8206,39.071,1.0698,12.7304,25.4756,8.3447,0.7589,4.9813,16.1815,16.9843,4.7597,27.9464,11.0196,5.012,4.361,16.646,14.7768,7.1742,5.9715,6.2194,10.3719,1.6343,0.409,24.8002,40.1987,7.1939,10.9158,6.3861,8.9643,4.5784,9.3816,1.9466,10.4498,1.3028,6.8427,4.1459,4.3489,0.2847,22.0107,34.6042,2.9771,17.7957,1.1181,9.0206,12.3834,0.521,39.0341,4.0704,38.9858,0.1124
2026-03-10,23.2453,6.5041,45.6678,5.0004,4.8996,11.5981,5.4202,9.6852,4.7501,16.9281,42.4013,6.3232,14.7744,18.512,104.5137,35.9202,19.8188,56.8922,67.8936,374.7386,9.0625,15.4718,6.6684,22.7929,38.8038,62.4934,10.35,16.4924,10.6973,17.4973,18.0011,17.3913,27.7637,4.008,11.3906,13.9273,44.6401,4.9469,5.9024,27.5893,41.6903,18.7289,0.9214,44.2038,17.7484,128.824,3.4855,1.4731,9.5421,23.9289,34.6073,46.5815,0.5969,48.1693,13.3774,22.8018,5.9685,11.3001,17.5502,1.8241,15.1561,113.449,24.1727,15.5406,33.075,40.4181,20.3911,15.292,2.4681,35.7722,6.1672,42.4369,6.8882,22.8344,62.616,13.701,15.1691,13.844,12.3063,1.7485,18.88,54.9091,8.9451,3.8244,75.0121,125.7707,7.0265,7.1191,38.3243,61.0995,18.7071,4.4436,6.7442,13.3979,78.2411,13.4259,3.1621,13.1834,21.2212,26.9462,12.5913,12.9685,134.2391,34.8726,2.6592,17.8352,12.9234,0.1589,14.6324,6.0085,56.1791,14.8609,14.1172,21.8639,32.8652,36.8374,9.7359,75.281,0.1326,15.3774,75.9849,12.64,6.3339,27.7076,3.2624,4.7633,40.0059,20.785,26.2696,2.5653,12.5341,14.6284,53.7603,3.3697,33.5996,29.8096,43.2531,13.2969,3.5811,28.6043,32.413,11.7848,8.2035,17.5265,45.4486,56.0589,4.6085,0.5623,43.6738,15.5405,0.7683,8.0113,24.5857,13.3532,16.0776,1.6298,7.1626,16.2268,6.6695,30.2921,3.3521,1.9454,12.29,16.5611,48.5237,11.7006,15.7744,23.6301,38.6187,1.0487,12.6811,25.3949,8.3375,0.7513,4.9803,15.9597,16.9244,4.7087,27.8852,10.9215,4.9791,4.3493,16.5106,14.6566,7.121,5.8549,6.1914,10.2516,1.6211,0.4045,24.5627,40.0967,7.1408,10.8869,6.3587,8.8164,4.5401,9.3017,1.9228,10.3678,1.2713,6.7706,4.0894,4.339,0.2837,21.9435,34.2796,2.9266,17.653,1.1021,8.9709,12.2724,0.5188,38.7563,3.99,38.6886,0.1115
2026-03-11,23.3597,6.5828,45.9873,5.0353,4.915,11.6576,5.5088,9.719,4.7757,17.0651,42.4799,6.3869,14.8651,18.6568,108.8606,36.1633,20.1132,58.361,68.8894,393.9649,9.1206,15.5386,6.7096,22.9514,38.922,62.8944,10.3927,16.579,10.8061,17.6785,18.0285,17.4271,27.7789,4.0304,11.4503,13.9465,44.7903,4.962,5.9137,28.2473,42.8607,18.7792,0.9245,44.2778,17.7648,131.6974,3.4894,1.4807,9.5579,24.0157,34.8605,46.7221,0.5964,48.1534,13.4051,22.942,5.9787,11.3309,17.6796,1.8291,15.2066,113.5589,24.2081,15.5139,33.1131,40.9233,20.5006,15.3642,2.566,35.8361,6.1542,42.4139,6.9232,22.8701,62.6952,13.6964,15.1907,13.8508,12.3219,1.7451,18.9392,54.9466,8.9366,3.8248,74.878,125.6678,7.0274,7.1167,38.3036,61.1018,18.7112,4.4455,6.7443,13.4016,78.3977,13.4241,3.1542,13.1844,21.1188,26.8961,12.5993,12.9674,133.974,34.857,2.7053,17.8278,12.9014,0.1584,14.6498,6.0044,56.0872,14.8247,14.1009,21.829,32.7376,36.8081,9.743,75.166,0.1329,15.3643,76.3177,12.6243,6.3217,27.712,3.265,4.7476,39.9104,20.7125,26.1019,2.5623,12.5394,14.6185,53.7536,3.3628,33.5596,29.7367,43.1111,13.2701,3.5414,28.5425,32.2308,11.7529,8.1629,17.4485,45.3466,56.1265,4.5126,0.5429,43.5227,15.5145,0.7584,7.9468,24.4169,13.1985,15.8718,1.5955,7.1008,16.192,6.6522,30.0463,3.3359,1.9012,12.2191,16.4483,48.4061,11.6437,15.7096,23.4411,38.1662,1.0258,12.6309,25.3111,8.3336,0.7379,4.969,15.7261,16.8594,4.65,27.8338,10.8239,4.9464,4.3322,16.3226,14.4917,7.0593,5.7344,6.1632,10.1357,1.6038,0.4001,24.3276,39.9757,7.0853,10.8581,6.3319,8.6391,4.5074,9.2173,1.9011,10.2827,1.2384,6.699,4.003,4.3277,0.2839,21.7949,33.997,2.8763,17.499,1.0834,8.921,12.1455,0.5166,38.5204,3.8973,38.294,0.1111
2026-03-12,23.4719,6.6685,46.3169,5.0751,4.9259,11.7175,5.5988,9.7466,4.7945,17.1753,42.5501,6.4532,14.9512,18.7668,113.3884,36.3538,20.4121,60.064,69.5749,414.2388,9.1792,15.5982,6.7567,23.0995,39.0427,63.4843,10.4195,16.6628,10.9026,17.7804,18.0527,17.4686,27.7597,4.0478,11.5025,13.9706,44.9703,4.9727,5.9294,28.9554,44.0887,18.8535,0.9271,44.3601,17.7873,134.8728,3.4932,1.4883,9.5738,24.0932,35.1102,46.8545,0.5999,48.2876,13.441,22.9904,5.9719,11.3545,17.8153,1.8323,15.2248,113.7341,24.2233,15.5014,33.149,41.238,20.5612,15.3882,2.6688,35.902,6.1367,42.3971,6.9628,22.9028,62.7608,13.6918,15.2162,13.8598,12.3341,1.7407,19.0257,54.9841,8.9281,3.8234,74.7245,125.5849,7.0283,7.1106,38.2777,61.1041,18.6883,4.4478,6.7444,13.4057,78.5714,13.4227,3.1478,13.1853,21.0005,26.8837,12.6091,12.9662,133.734,34.8413,2.7431,17.8218,12.8911,0.1575,14.656,6.0018,55.9682,14.7748,14.0872,21.7941,32.6227,36.8052,9.7617,75.0812,0.1332,15.3484,76.55,12.6028,6.3116,27.7163,3.2645,4.7488,39.7307,20.6465,25.9223,2.5527,12.5047,14.595,53.6577,3.3562,33.4159,29.6548,42.9809,13.2464,3.5104,28.4597,32.007,11.7256,8.1128,17.3579,45.2406,56.2569,4.4222,0.5233,43.3885,15.4829,0.7474,7.8781,24.2492,13.0423,15.6665,1.5642,7.0314,16.1531,6.6349,29.8025,3.32,1.858,12.1487,16.3092,48.2317,11.5472,15.6307,23.2536,37.6447,1.0038,12.5704,25.2375,8.3211,0.7254,4.9423,15.4999,16.8081,4.5883,27.8,10.7333,4.9169,4.3097,16.1541,14.3345,6.999,5.611,6.1329,10.0083,1.5897,0.3964,24.1499,39.8551,7.0488,10.8323,6.2994,8.4804,4.4579,9.1173,1.8921,10.1953,1.2063,6.6273,3.9087,4.3112,0.2838,21.6572,33.6481,2.8285,17.3221,1.0671,8.8416,12.0029,0.5144,38.2613,3.8169,37.88,0.1106
2026-03-13,23.5847,6.7554,46.6744,5.1344,4.9341,11.7725,5.6915,9.7763,4.8132,17.2715,42.6747,6.5062,15.0351,18.8887,118.1044,36.5542,20.7048,61.8668,70.1886,435.0868,9.2381,15.6575,6.8035,23.2297,39.1512,64.2184,10.4603,16.7108,11.0016,17.8805,18.0866,17.5401,27.7339,4.0637,11.5683,13.9947,44.969,4.9823,5.9462,29.5953,45.2335,18.9291,0.9267,44.4594,17.8144,138.3855,3.4976,1.4931,9.6036,24.1375,35.3217,46.9969,0.6009,48.3437,13.4827,23.034,5.997,11.3781,17.9509,1.8356,15.26,113.7522,24.2625,15.4948,33.1807,41.5252,20.7177,15.448,2.7936,35.9591,6.1318,42.3847,6.9939,22.9294,62.7941,13.6818,15.2533,13.8692,12.3565,1.7362,19.1036,55.0313,8.9228,3.8232,74.8278,125.5315,7.0292,7.1025,38.2703,61.1064,18.7084,4.4501,6.7445,13.4113,78.8681,13.4212,3.1401,13.1874,20.9192,26.8636,12.6185,12.965,133.7091,34.8518,2.7746,17.8023,12.8846,0.1564,14.6622,6.007,55.8493,14.7732,14.0812,21.7593,32.4763,36.8008,9.7929,74.9965,0.1325,15.3275,76.836,12.6141,6.2932,27.7715,3.2459,4.7631,39.6167,20.6032,25.7264,2.5435,12.4765,14.5722,53.6756,3.3497,33.2993,29.573,42.8639,13.2112,3.461,28.3887,31.8341,11.6928,8.0617,17.2484,45.1573,56.501,4.3418,0.5065,43.2854,15.4617,0.7366,7.8081,24.0875,12.9145,15.4919,1.5341,6.9694,16.1087,6.6177,29.6039,3.3022,1.8214,12.0825,16.1311,48.058,11.5387,15.5683,23.1036,37.1661,0.9922,12.5075,25.1645,8.2953,0.7144,4.9207,15.2836,16.7555,4.5275,27.6872,10.6489,4.8994,4.2882,15.949,14.2265,6.9506,5.4878,6.1193,9.8727,1.5754,0.3927,23.9444,39.772,7.0128,10.8114,6.2731,8.3651,4.4118,9.0055,1.864,10.1087,1.1758,6.582,3.8252,4.2929,0.2834,21.5203,33.3194,2.7824,17.1803,1.0598,8.763,11.856,0.5114,38.0531,3.731,37.5376,0.1101
2026-03-16,23.6732,6.8427,47.0028,5.1742,4.9482,11.8394,5.7921,9.8139,4.8346,17.4125,42.7029,6.5481,15.1248,19.0104,123.0221,36.8117,21.126,63.4522,71.2914,455.289,9.3001,15.7164,6.8472,23.4319,39.2647,64.5607,10.4957,16.8608,11.1204,18.0815,18.0883,17.5925,27.7842,4.0887,11.577,14.009,45.2649,4.9946,5.9487,30.3059,46.627,18.9776,0.9307,44.5707,17.8433,141.3942,3.5021,1.5009,9.6157,24.1428,35.5644,47.1256,0.5988,48.3437,13.5183,23.113,6.0364,11.4133,18.12,1.8543,15.3187,114.0897,24.3193,15.4775,33.252,41.9479,20.736,15.4974,2.898,35.9855,6.1371,42.3271,7.0131,22.9683,62.7642,13.7115,15.2909,13.8757,12.3598,1.7329,19.1635,55.0703,8.9176,3.8264,75.0237,125.4914,7.0301,7.1082,38.267,61.1048,18.6704,4.458,6.7441,13.4139,79.0179,13.42,3.1394,13.1855,20.8814,26.9314,12.6186,12.9661,133.7304,34.819,2.8307,17.8693,12.8983,0.1565,14.6724,6.0074,55.7905,14.7657,14.0814,21.7245,32.3592,36.7244,9.7705,74.8897,0.1328,15.3083,76.862,12.5643,6.2877,27.7784,3.2529,4.7569,39.6341,20.5833,25.5785,2.5468,12.4697,14.5826,53.5461,3.3439,33.2486,29.5478,42.8053,13.1822,3.4407,28.3262,31.6576,11.6648,8.018,17.2697,45.0689,56.447,4.2769,0.4896,43.1402,15.4382,0.7241,7.7776,23.963,12.766,15.2749,1.503,6.9593,16.1157,6.5999,29.3956,3.2888,1.7837,12.0129,16.0554,47.9701,11.4723,15.5151,22.8777,36.6267,0.982,12.4599,25.0822,8.2877,0.7056,4.912,15.068,16.6969,4.4805,27.6426,10.5597,4.8762,4.2775,15.8022,14.105,6.8966,5.3826,6.0939,9.7866,1.5569,0.3893,23.7391,39.6926,6.9609,10.7826,6.2378,8.2328,4.376,8.929,1.851,10.0359,1.1436,6.5139,3.7531,4.283,0.281,21.3736,33.0094,2.7299,17.0283,1.0444,8.7257,11.7387,0.509,37.8584,3.6662,37.2412,0.1091
